Title,Location,Company,Job description,Employement Type
Data Scientist / Machine Learning Specialist (Application Development | Level 2 (CAD)),"Montreal, Quebec, Canada",Soho Square Solutions,"Description

Role: Data Scientist / Machine Learning Specialist

Location: Montreal (Office attendance from Day 1 - Hybrid Mode)

Data Scientist / Machine Learning Specialist (Hybrid)

Transaction Reporting

About The Role

You will be working in a global Agile squad within Transaction Reporting responsible for using data analytics and machine learning to assist Operations Business Users to understand and manage their regulatory risk.

The ideal candidate should hold an advanced degree in a quantitative discipline and have experience researching, building, and maintaining data science models at scale in an enterprise environment. The position requires good communication skills, ability to work together in cross-functional technical teams in different areas of the organization.

Job Description

Skills Required:

Master's in Mathematics, Statistics, Economics, Data Science, Machine Learning, Operational Research, Physics, and other related quantitative fields.

3+ years of experience with design and implementation of machine learning, predictive analysis, data science, knowledge bases, recommendation systems, information retrieval.

Strong understanding of the foundational concepts and applied experience in Machine Learning (ideally, a combination of excellent academic research and high-impact commercial projects).

In depth understanding of common Machine Learning algorithms (e.g., for classification, regression, and clustering).

In depth knowledge of advanced statistical theories, methodologies, and inference tools.

Proven track record in some of the advanced topics such as Bayesian inference, hierarchical models, deep learning, Gaussian processes, and causal inference.

Practical experience in preparing data for Machine Learning integrating with big-data platforms and high-performance computing ecosystems.

Ability to work with global, cross-functional teams

Excellent oral and written communication skills.

Experience in applying different NLP techniques to problems such as sentence summarization, question answering, sentiment analysis, knowledge extraction and conversational bots

Development experience in Python or Java/Scala with good command over respective data pipelining, matrix algebra and statistics libraries

Skills Desired

Linux, Unix, Shell Scripting.

Java, Python, H2O, Keras, Tensorflow

Object-Oriented Programming

Additional Details

Education Level : Bachelor's Degree
Experience Level : Level 2
If Pre-Identified, please provide Candidate First Name and Last Name : (No Value)
Show less",Contract
Machine Learning Engineer,"Toronto, Ontario, Canada",Quincus,"“Make every logistics journey your best one yet”

The Company.

Founded in 2014, Quincus is a B2B supply chain operating SaaS platform headquartered in Singapore. We solve today's global supply chain challenges with groundbreaking technology. Using AI and machine learning, we have digitized and optimized the logistics process while giving customers full transparency into their supply chain.

Quincus was founded by two visionary entrepreneurs who possess more than a decade of experience in tech. Chief Product Officer Katherina-Olivia Lacey is leading a tech revolution in this space while empowering women in the supply chain industry. Jonathan E. Savoir, Chief Executive Officer, appeared on Forbes' 30 Under 30 Asia List in 2020, and also serves on the boards of several startups.

Overview.

Quincus Research is building the next generation of intelligent systems for all Quincus products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software engineers and research scientists. Quincus Research teams collaborate closely with other teams across Quincus, maintaining the flexibility and versatility required to adapt new projects and focuses that meet the demands of the world's fast-paced business needs.

Job Overview.

We are looking for a highly motivated and experienced machine learning engineer to join our team and help us develop and deploy deep learning and reinforcement learning algorithms at scale. As a machine learning engineer, you will be responsible for designing and implementing scalable systems for serving models, optimizing inference performance, and managing production workflows.

Responsibilities:

Design and implement scalable systems for serving deep learning and reinforcement learning models
Optimize inference performance of deep learning and reinforcement learning models using techniques such as quantization, pruning, and distillation
Utilize GPU computing to accelerate model training and inference
Develop and deploy production workflows for training and serving machine learning models
Collaborate with data scientists and software engineers to design and implement machine learning systems
Monitor and improve the performance of machine learning models in production
Stay up-to-date with the latest research and techniques in deep learning and reinforcement learning

Qualifications:

Bachelor's or Master's degree in Computer Science, Electrical Engineering, or a related field
3+ years of experience in software engineering or machine learning engineering
Strong programming skills in Python (C++ or Java a plus)
Experience with deep learning frameworks such as TensorFlow or PyTorch
Experience with GPU programming using CUDA, OpenCL, or similar libraries
Experience with distributed systems and cloud computing platforms such as Kubernetes, Docker, GCP, and AWS

Preferred Qualifications:

Ph.D. in Computer Science, Electrical Engineering, or a related field
5+ years of experience in software engineering or machine learning engineering
Experience with reinforcement learning algorithms and frameworks
Experience with production deployment of machine learning models and implementation of APIs for big data
Strong understanding of computer architecture and performance optimization
Strong communication and collaboration skills

If you are passionate about developing and deploying machine learning algorithms at scale, and want to join a dynamic team working on cutting-edge technology, we encourage you to apply for this position.
Show less",Full-time
Machine Learning Engineer,"Montreal, Quebec, Canada",DRW,"DRW is a diversified trading firm with over 3 decades of experience bringing sophisticated technology and exceptional people together to operate in markets around the world. We value autonomy and the ability to quickly pivot to capture opportunities, so we operate using our own capital and trading at our own risk.

Headquartered in Chicago with offices throughout the U.S., Canada, Europe, and Asia, we trade a variety of asset classes including Fixed Income, ETFs, Equities, FX, Commodities and Energy across all major global markets. We have also leveraged our expertise and technology to expand into three non-traditional strategies: real estate, venture capital and cryptoassets.

We operate with respect, curiosity and open minds. The people who thrive here share our belief that it's not just what we do that matters–it's how we do it. DRW is a place of high expectations, integrity, innovation and a willingness to challenge consensus.

Our team works on a variety of high-impact machine learning projects across DRW's businesses, and we are looking for a Machine learning engineer to join us. In this role you will build critical systems for our machine learning models and have the chance to make great impact to our business. As a member of our team, you will be surrounded by cutting-edge technology and experienced machine learning, data and software professionals providing you with the best possible environment to succeed. You will always have interesting new projects to apply your skillset while also becoming an expert on certain areas.

Responsibilities:

Design and implement scalable and performant systems to serve machine learning models
Optimize training and inference performance of deep learning models
Create and maintain feature pipelines, feature stores, model stores
Monitor production models and setup retraining infrastructure to improve performance
Optimize models for deployment on different hardware configurations
Build frameworks to promote scalable and reproducible research
Drive projects and lead new initiatives
Facilitate discussions on code implementation, testing, software architecture best practices
Actively engage with others on the team to resolve challenging design and coding issues
Collaborate with stakeholders from different departments

Qualifications:

A bachelor's or a master's degree in computer science, software engineering or equivalent
3+ years of experience building software for machine learning systems
Strong understanding of machine learning and deep learning concepts
Excellent programming and scripting skills (we predominantly work in Python and Go)
Experience with building, validating, deploying, monitoring, and updating production models
Experience with infrastructure and tooling for MLOps
Strong problem-solving and analytical skills
Excellent communication and collaboration skills
Experience with machine learning frameworks such as TensorFlow, PyTorch, TensorRT, ONNX
Experience with GPU programming using CUDA, OpenCL or similar libraries
Experience with one or more of the following is an asset: distributed systems and cloud computing (Kubernetes, Docker, GCP, AWS), multi-threaded programming, hardware/software interaction

What DRW Montreal has to offer you:

Recognized as one of Canada's Best Employers for the past 8 years
Committed to continuous learning & development
Industry leading benefits package and perks
Focused on employee well-being and work-life balance
Community initiatives, volunteer program and opportunities for giving back

Find out more about all of our perks & benefits at: https://drw.com/work-at-drw/montreal-benefits

If you are an experienced software developer who is passionate about machine learning and enjoys working with cutting-edge technologies and solving complex problems, we encourage you to apply for this exciting position. You will have the opportunity to work with a talented and dedicated team to create innovative solutions that can make a significant impact to our business.

For more information about DRW's processing activities and our use of job applicants' data, please view our Privacy Notice at https://drw.com/privacy-notice.

California residents, please review the California Privacy Notice for information about certain legal rights at https://drw.com/california-privacy-notice.

Show less",Full-time
Python Developer,"Montreal, Quebec, Canada",Zortech Solutions,"""Skills Required:

Hands on experience in delivery and support of large-scale enterprise application

Python 3 language core

Ability to design components

Good knowledge of Django, Flask or similar item

Good knowledge of unit test and patent for test automation

Good To Have Skills

Knowledge of Sklearn, Scipy, Numpy, Pandas, spaCy, and others

Relational database

Micro service design principles

Unix/Linux

Agile experience

Roles & Responsibilities

Python developer role""
Show less",Full-time
Data Scientist (fulltime),"Toronto, Ontario, Canada",Tundra Technical Solutions,"Position: Data Scientist

Location: Remote (Hybrid Optional)

Our Client

Their enterprising environment needs your expertise to facilitate their continued growth as an industry leader. Their nimble, decentralized culture can provide you with a wealth of opportunities to learn about our business and quickly gain experience to accelerate your career.

Who They Are

They are looking for a passionate Data Scientist, adept at leveraging statistical and machine learning techniques, including Natural Language Processing (NLP), to derive insights and craft business-ready data products. Your expertise lies in collaborating with business stakeholders to pinpoint business challenges and develop analytical solutions. You thrive on building and fine-tuning machine learning models, delving deep into data analysis, visualizing findings, and effectively communicating insights to the business. Does this resonate with you? Apply now!

What You Bring

Bachelor's or higher degree in a quantitative field, such as Computer Science, Statistics, Mathematics, Engineering, Sciences, or Data Science or Certification in Data Science
3+ years of experience working as a data scientist or in a related field.
Strong analytical and problem-solving skills.
Strong programming skills in Python, R, or another statistical programming language.
Strong experience with SQL and database technologies.
Proficient in the data exploration process, with a keen eye for identifying patterns and anomalies.
Demonstrated expertise in data cleansing and preprocessing to ensure quality and consistency for analysis.
Experience with machine learning techniques, including time series analysis
Strong communication (verbal and written) and collaboration skills.


Bonus Skills And Experience

Experience working with cloud-based data platforms, such as AWS or Azure.
Experience with shaping organization governances and processes in building and using ML products
Experience with Azure ML.
Experience with deep learning techniques, such as neural networks and convolutional neural networks.
Experience with NLP/LLM (i.e., Langchain) and Generative AI
Experience with data visualization tools, such as Tableau, PowerBI, or matplotlib.
Experience with experimental design and statistical hypothesis testing.
Knowledge of infrastructure or real estate


What Success Looks Like

Work with business stakeholders to identify and understand business problems and develop analytical solutions to address them.
Build and maintain statistical and machine learning products, including NLP, to solve business problems.
Perform data analysis and visualization to communicate insights to business stakeholders.
Collaborate with cross-functional teams to develop data-driven solutions.
Identify and evaluate new data sources to improve modeling and analysis.
Develop and implement processes for data preparation, model development, and model deployment.
Stay up-to-date with the latest trends and techniques in data science and machine learning.
Communicate complex analytical concepts and results to non-technical stakeholders.
Maintain documentation of analytical work, including code, models, and analysis results.


Job 67629

Show less",Full-time
Artificial Intelligence Engineer,Canada,Eon Media,"About the job
Looking for a dedicated AI / ML Engineer (fully hands-on development) to join a team of passionate members to build innovative and outside-the-box solutions using AI and ML technologies. We are looking for someone who shares our passion for learning and implementing new technologies.

The possibilities of learning and implementing NextGen technologies are endless. This will be a learning and unique career growth opportunity. We work with some of the largest broadcasters and sports leagues in North America. 
You'll need to be an innovative thinker and have a passion for AI/ML technology. We are looking for someone who can work as part of our team, bringing new ideas into the mix while learning from others.

This will start as 3months contract, and based on the success will be converted into a full-time role.

Must have:
In-depth knowledge of Python for building the required backend AI / ML Solutions (3+ years)
Have a deep understanding of various AI / ML Models (3+ years)
Have a good understanding of Containers, Dockers, AWS EC2, S3, Lambda (2+ years)
Highly motivated to learn new technologies and try different ways to build the most optimized system
Good communication skills to discuss and brainstorm approaches with the team members of the company
Able to perform independently with transparency and accountability
Interested in being part of innovation to solve problems with simple solutions
Able to work in fast-paced Startup environment with dedication and passion

Responsibilities:
Develop backend solutions using AI / ML Technologies
Develop using Python and other programming languages
Develop API based solution and enhance the existing solution without using any 3rd party APIs
Optimize and enhance the existing software solutions

Key things we admire in the company:
Accountability and Ownership
Proactive communication
Transparency: if there are deadline delays or technical challenges, we lean on each other and address them jointly as a team
Outside -the box- thinking
Proactive learning and going the extra mile to learn

Company
At Eon Media, we believe technology should simplify and enrich experiences for everyone. We are a team of 10 passionate and highly motivated individuals who are constantly innovating to solve complex problems in the simplest way possible.

We believe in the remote-first approach. We occasionally meet up or on a need basis to work together as a team. We do this to brainstorm ideas, for drinks, games, or just to catch up. We believe our team works best remotely, independently but collaboratively.

We are an equal opportunity employer. We are committed to creating a diverse and inclusive environment for all our employees. We celebrate and encourage our employee’s differences in race, religion, color, national origin, gender identity and expression, sexual orientation, age, and disability.
Show less",Full-time
Lead Data Scientist (Deep Learning),Canada,Tiger Analytics,"Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Data Science, Machine Learning, and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world.

We are looking for a robust Senior Data Scientist preferably, with a Ph.D. who holds solid knowledge of reinforcement learning, deep learning, quick learner, and has strong coding capabilities. This person will be responsible for writing complex production-level codes.

Key Responsibilities

Effectively communicate the analytics approach and how it will meet and address objectives to business partners
Advocate and educate on the value of data-driven decision-making; focus on the “how and why” of solutions
Lead analytic approaches; integrate solutions collaboratively into applications and tools with data engineers, business leads, analysts, and developers
Create repeatable, interpretable, dynamic, and scalable models seamlessly incorporated into analytic data products
Collaborate, coach, and learn with a growing team of experienced Data Scientists
Stay connected with external sources of ideas through conferences and community engagements
Support demands from regulators, investor relations, etc., to develop innovative solutions to meet objectives utilizing cutting-edge techniques and tools.

Requirements

Ph.D. (highly preferred) or Master’s in Computer Science, Statistics, Economics, Data Science, or a related field
At least 6+ years of extensive Data Science experience with Reinforcement Learning, Deep Learning, knowledge in AI, and DL modeling coding capability as this person needs to make designs happen
Strong statistics foundation and knowledge of statistical packages. Proficiency with Python and SQL and ability to write complex Python codes and SQL queries
A solid knowledge of deep learning, quick learner, and a strong coding capability. This person will be responsible for writing complex production-level codes
Hands-on experience building models is a must
Experience with supply chain/retail forecasting is a must
Exceptional communication and collaboration skills to understand business partner needs and deliver solutions

Benefits

This position offers an excellent opportunity for significant career development in a fast-growing and challenging entrepreneurial environment with a high degree of individual responsibility.
Show less",Full-time
AI Research Scientist,"Edmonton, Alberta, Canada",Phaidra,"About Phaidra

Phaidra is building the future of industrial automation.

The world today is filled with static, monolithic infrastructure. Factories, power plants, buildings, etc. operate the same they've operated for decades — because the controls programming is hard-coded. Thousands of lines of rules and heuristics that define how the machines interact with each other. The result of all this hard-coding is that facilities are frozen in time, unable to adapt to their environment while their performance slowly degrades.

Phaidra creates AI-powered control systems for the industrial sector, enabling industrial facilities to automatically learn and improve over time. Specifically:

We use reinforcement learning algorithms to provide this intelligence, converting raw sensor data into high-value actions and decisions.
We focus on industrial applications, which tend to be well-sensorized with measurable KPIs — perfect for reinforcement learning.
We enable domain experts (our users) to configure the AI control systems (i.e. agents) without writing code. They define what they want their AI agents to do, and we do it for them.

Our team has a track record of applying AI to some of the toughest problems. From achieving superhuman performance with DeepMind's AlphaGo, to reducing the energy required to cool Google's Data Centers by 40%, we deeply understand AI and how to apply it in production for massive impact.

Phaidra is based in the USA but 100% remote; we do not have a physical office. We hire employees internationally with the help of our partner, OysterHR. Our team is currently located throughout the USA, Canada, UK, Norway, Italy, Portugal, and India.

Please only apply to one opening. If you are a better fit for another opening, our team will move your application. Candidates who apply to multiple openings will not be considered.**

Who You Are

Research Scientists at Phaidra lead our efforts in developing novel algorithmic architecture towards the end goal of bringing intelligent control systems to industrial sector.

Having pioneered research in the world's leading academic and industrial labs as PhDs, post-docs or professors, Research Scientists join Phaidra to work collaboratively within and across research fields.

Drawing on expertise from a variety of disciplines including reinforcement learning, deep learning, robotics and multi-agent reinforcement learning, our Research Scientists are at the forefront of groundbreaking research and applying them to real-world.

For this position, we are seeking a team member located within one of the following areas: USA, Canada, UK, EU

Responsibilities

Design, implement and evaluate models, agents and software prototypes of perceptual processing.
Report and present research findings and developments including status and results clearly and efficiently both internally and externally, verbally and in writing.
Participate in and organize ambitious collaborative research projects.
Work with external collaborators and maintain relationships with relevant research labs and key individuals as appropriate.
Mentor and guide Research Engineers to apply research findings and developments to industrial domains.

Key Qualifications

PhD in a technical field with demonstrated knowledge in one of the following:
Reinforcement Learning
Deep Learning
Control Theory
Multi-Agent RL
Extensive research in the fields of {ModelBased, Batch, Safe} RL methods.
Share our company values: curiosity, ownership, transparency & directness, outcome-based performance, and customer empathy.

Preferred Skills & Experience

PhD in machine learning
Relevant experience to the position.
A proven track record of publications.
A real passion for AI and applying to industrial systems to improve resource efficiency.

Our Stack

Python
PyTorch, scipy
Kubernetes, Docker, Ray
GCP

30/60/90 days

In your first 30 days...

You will be immersed in an onboarding program that introduces you to Phaidra and our product.
You will spend time in the research team and get introduced to the different tracks of research that we perform.
You will learn how other teams operate, interact, and approach problems.
You will read various parts of our handbook and familiarize yourself with the documentation culture at Phaidra.
You will set up your development environment and get introduced to various parts of our code base.

By your first 60 days...

You will have a solid understanding of what Phaidra does and how we do it.
You will have met with team members across Phaidra and started building relationships that will help you be successful at your job.
You will have a good understanding of our research tracks, which allowed you to form a plan for your first project, or maybe, you have already started one.

By your first 90 days...

You will have been fully integrated in the team and with team members across the company.
You will have started to contribute to knowledge sharing throughout Phaidra.
Your project is in full swing and you might have some early results already.

Salary Range

US Residents: $165,000 - $250,000
UK Residents: £120,340 - £182,340
Canada Residents: CA$192,300 - CA$291,375

This position will also include equity.

This is a best faith estimate of the base salary range for this position. Multiple factors such as experience, education, level, and location are taken into account when determining compensation.

Benefits & Perks

Fast-paced and team-oriented environment where you will be instrumental in the direction of the company.
Phaidra is a 100% remote company with a digital nomad policy.
Competitive compensation & equity with an early exercise option.
Outsized responsibilities & professional development.
Training is foundational; functional, customer immersion, and development training.
Medical, dental, and vision insurance (exact benefits vary by region).
Unlimited paid time off, with a minimum of 20 days off per year requirement.
Paid parental leave (exact benefits vary by region).
Home office setup stipend and company MacBook.
Monthly internet reimbursement.

On being Remote

We are thoughtful about remote collaboration. We look to the pioneers - like Gitlab - for inspiration and best practices to create a stellar remote work environment. We have a documentation-first culture and actively practice asynchronous communication in everything we do. Our team stays connected through tools like Slack and video chat. Most teams meet daily, and we have dedicated all-hands meetings bi-weekly to build strong relationships. We hold virtual team building events once per month - and even hold virtual socials to watch rocket launches! We have a yearly in-person, all-company summit in locations like Seattle, Athens, Goa, and Barcelona.

Equal Opportunity Employment

Phaidra is an Equal Opportunity Employer; employment with Phaidra is governed on the basis of merit, competence, and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability, or any other legally protected status. We welcome diversity and strive to maintain an inclusive environment for all employees. If you need assistance with completing the application process, please contact us at hiring@phaidra.ai.

E-Verify Notice

Phaidra participates in E-Verify, an employment authorization database provided through the U.S. Department of Homeland Security (DHS) and Social Security Administration (SSA). As required by law, we will provide the SSA and, if necessary, the DHS, with information from each new employee's Form I-9 to confirm work authorization for those residing in the United States.

Additional Information About E-Verify Can Be Found Here.

WE DO NOT ACCEPT APPLICATIONS FROM RECRUITERS.

Show less",Full-time
Lead Data Scientist,"Toronto, Ontario, Canada",Experfy,"Opportunity Description

We are seeking a Principal Data Scientist with strongly developed expertise in graph-based AI and related technologies to maximize utilization of data and knowledge in data and digital transformation.

ESSENTIAL EXPERIENCE:

Lead - Master’s degree in mathematics, computer science, engineering, physics, statistics, economics, computational sciences or a related quantitative discipline and 5+ years of analytical experience in an industrial or commercial setting OR PhD degree with at least 3+ years of industry experience
DS- Master’s degree in mathematics, computer science, engineering, physics, statistics, economics, computational sciences or a related quantitative discipline and 3+ years of analytical experience in an industrial or commercial setting OR PhD degree with industry experience
Experience AI/ML/NLP modelling of complex datasets
Advanced software development skills in at least two of the standard data science languages (such as Python, R, Scala, C++, Julia) and strong data manipulations skills (e.g. SQL, NoSQL, graph, etc.)
Knowledge of SQL and relational databases, query authoring (SQL) and designing variety of databases (e.g. Postgres SQL)
Comfortable working in cloud and high-performance compute environments (e.g. AWS, Apache Spark) Disciplined AI/ML deployment (MLOps, CI/CD) and Agile delivery
Experience in coordination of delivery teams and providing feedback to their management
Excellent written and verbal communication, business analysis, and consultancy skills

Additional required – deep experience in one of these areas:

Graph- Experience AI/ML modelling of complex datasets, network analysis or direct experience in creating and maintaining graph data models. Experience with a variety of graph technologies Knowledge of graph databases like Neo4J (Cypher, causal clusters), JanusGraph (Gremlin, GraphML), AWS Neptune, OrientDB. xpertise in machine learning/deep learning-based graph algorithms relevant to link prediction, ranking/recommendation, completion, community detection, node embedding, etc
Familiarity with Deep Learning, neural network architectures including CNNs, RNNs, Embeddings, Transfer Learning, Attention-based Networks, Statistical Learning, Restricted Boltzmann Machines (RBMs), Belief Networks, and Reinforcement Learning
Deep experience in developing models for private sector or industrial setting e.g

Requirements

Lead Data Scientist Responsibilities:

Lead data science area deliverables for digital products / programs / initiatives including the allocation of work within the team, monitors the quantitative and qualitative achievements of the team, and reports results
Work as an individual contributor, providing data science expertise to digital products / programs / initiatives
Apply in-depth experience with both statistical and modern data science approaches, including unsupervised, supervised, regression algorithms
Apply advanced techniques such as neural networks, deep learning, NLP and federated learning
Build models, algorithms, simulations and experiments by writing highly optimized code and using state-of-the art machine learning technologies
Collaborate cross-functionally in teams involved in data driven analytics to maximize impact of graph-based capabilities
Build and manage support models incorporated into digital or AI products; Work with Infrastructure and Ops teams to ensure appropriate architecture and tooling
Capacity to mentor junior personnel
Be able to apply in-depth experience with both statistical and modern data science approaches to business cases and knowledge management tasks
Strong written and verbal communication skills - ability to communicate complex ideas up to people of varying technical skills
Work with developers, engineers, and MLOps to deliver AI/ML solutions for new products/services
Show less",Contract
Machine Learning Engineer,Canada,Roofr,"We’re growing quickly, and we’re looking for exceptional people to join us on this incredible journey.

We are obsessed with building the most trusted roofing platform in the world so our customers can power their growth with intelligence. Roofr is the all-in-one sales toolbox for roofers, including instant customizable aerial roof measurements with a drone, satellite, or blueprints imagery! In addition, our clients have the ability to immediately create visually stunning, robust and automated proposals that help create a great client experience leading to a higher close rate. Our future roadmap is clear and filled with exciting products such as payment processing, consumer financing, workflow automation, and more!

Our Mission is to ensure every family has access to protect their home with an affordable roof. We have an amazing culture, great founders, and strong financials. This is a great opportunity to be a part of an extraordinary start-up that is already successful, yet early enough to offer its team members significant growth, equity, and an opportunity to make an impact.

What You'll Get to Do:

Developing Machine Vision AI models for Semantic Segmentation, Anomaly Detection and Entity Classification for Satellite/Aerial imagery (DSM/RGB/etc)
Researching, developing and deploying advanced algorithms for image processing as well as computer vision
Working with Geospatial data such as Satellite imagery (RGB/DSM) and GeoJSON to build model pipelines
Build ML and Computer Vision models to assist/automate manual annotation of detailed roof report drawing
Experience training models on VMs, Google Kubernetes and Compute Engines
Deploy models on cloud infrastructure and serve as APIs
Implementing ML/AI solutions for consumption via API (web/mobile platforms) through collaboration with Software engineers

What You'll Bring to the Role:

MS/PhD in Machine Learning, Computer Science, Mathematics or related field with specialization in Machine Learning and/or Computer Graphics
Experience in image/video processing, computer vision, machine learning
Strong experience working with RGB and Infrared, and DSM/DTM Satellite/Aerial imagery
Strong experience working with CNNs, Fast RCNNs, Mask RCNNs, YOLO, ImageNets
Proficient in Python, PyTorch, PySpark, OpenCV, OpenMLLab, Docker
Experience with Cloud Infrastructure such as Google Cloud Platform, AWS, etc.
Experience deploying ML models in production

🏠 What we offer:

When you join our team, you’re not just accepting a job. You’re making a career move. Here’s how we’ll support you in doing some of the most impactful work of your career:

🏝️ Vacation/Paid Time Off:

1st week of employment is mandatory PTO! Start your journey with Roofr by decompressing and recharging - we will see you in week 2!
1 Friday off per month (we call those our laundry days!)
Company wide paid shutdown for the week between Christmas and New Years (not counted towards your PTO)
Flexible and unlimited time off
Medical, dental and vision insurance premiums for employees and their dependents
Generous Parental Leave policy (full premium costs of all benefits will be paid by Roofr during this period)

🤝 Perks:

We host 2 killer retreats per year and great team building activities
Ample learning and development opportunities to continue growing your career
Home office setup reimbursement
Remote First with an office in Toronto for those days you feel like getting out of the house
Weekly Friday paydays!

At Roofr, we celebrate individuality and uniqueness. Roofr is proud to be an equal opportunity employer. We are committed to building an organization that empowers inclusion and diversity. We encourage candidates and employees to be true to themselves and express all aspects of their identities. We believe that the convergence of fresh perspectives and experiences from all walks of life is what makes our product and culture so great. We do not discriminate against employees based on race, color, religion, sex, national origin, gender identity or expression, age, disability, pregnancy (including childbirth, breastfeeding, or related medical condition), genetic information, protected military or veteran status, sexual orientation, or any other characteristic protected by applicable federal, state or local laws.
Show less",Full-time
Candidature spontanée,"Montreal, Quebec, Canada",Autorité des marchés financiers (Québec),"L’Autorité des marchés financiers, en tant que régulateur intégré, joue un rôle d’une grande importance au sein du marché financier québécois. C’est pour cette raison que nous sommes constamment à l’affût des meilleurs talents.

Se joindre à l’Autorité, c’est mettre ses compétences au service d’une mission engageante et relever de multiples défis en bénéficiant d’une expérience stimulante axée sur la collaboration et les occasions de développement professionnel!

Déposez votre CV dès maintenant et participez à notre mission en menant une carrière unique marquée par des mandats diversifiés!

Au plaisir,

Veuillez prendre note que les personnes dont la candidature sera retenue devront se soumettre obligatoirement à une enquête de bonnes mœurs et d’antécédents judiciaires en lien avec l’emploi.

Nous souscrivons à un programme d’accès à l’égalité d’emploi et nous encourageons toutes les personnes qualifiées à soumettre leur candidature, en particulier les femmes, les membres de minorités visibles et ethniques, les Autochtones et les personnes
Show less",Full-time
Research Assistant or Junior Scientist/Engineer,"Montreal, Quebec, Canada",Modulari-T Bio,"About Modulari-T Biosciences

Cell and gene therapy promises to one day cure any disease; Modulari-T’s Platform produces the tools to fulfill that promise.

Modulari-T is a pre-clinical stage biotech startup developing a novel chimeric antigen receptor platform, using a new family of synthetic genes that can reprogram cells to better sense their environment and modify their behavior accordingly. This platform can be used to engineer immune cells to efficiently seek out and destroy specific targets such as cancer cells, fibrotic tissues, and autoimmune cells.

Modulari-T looks to expand its technology to reach every area of cell therapy and become the platform of reference for cell engineering.

About The Role

We are seeking a Research Assistant or Junior Scientist/Engineer to complement our founding team in developing and validating our novel chimeric antigen receptors within primary human cells and animal models. In collaboration with the scientific team, the candidate will execute defined R&D programs related to proof of concept and technological de-risking experiments to demonstrate new applications of our core technology and expand our patents. We would love to hear from you if you have experience in molecular biology, synthetic biology, gene/protein engineering, biochemistry, or bioinformatics.

We would love to hear from you if you: + Have a MSc with 2+ years of related industry experience or a PhD in a related field + Have technical knowledge and hands-on experience with one or more of the following skills: lentiviral production, mammalian cell gene editing tools, standard molecular biology assays, cloning, multicolor flow cytometry, assay development, managing DNA sequencing datasets. + Are genuinely curious, with an interest in working in the fast paced environment of a startup located in beautiful Montreal, QC!

Your responsibilities would be: + Leverage your area of expertise and work with the team to develop, guide, and execute an experimental strategy. + Propose and develop innovative approaches using Modulari-T’s platform and your unique expertise to create new cell therapies. + Communicate to internal and external partners, and share your findings at scientific conferences. + Document all work on an electronic lab notebook, interpret results, communicate findings with the team, and assist in preparing both scientific and investor presentations. + Participate in the preparation of manuscript or written reports of research advancements, grants, and other communications.

Offer & benefits: + Salary range of $55,000 - $72,000 + Medical, vision, and dental + Transportation plan covering carshare and bikeshare programs + Equity stake in Modulari-T + 20 days of vacation

Interested? Send us a 1 page CV and brief cover letter.
Show less",Full-time
